reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
478942c5-a9e1-4053-9ba3-7a604b93b933,Guddu Kumar,Good platform,5,0,,2023-05-07 11:09:15,,
488a614c-6dcf-43c8-a368-237d74b3a5e6,Aminul Hoque,Love instagram,5,0,281.0.0.19.105,2023-05-07 11:08:42,,
11d7dbbd-404b-4ffe-a35e-2b9f0347826a,Ravi Kanav,Instagram give response reports removed features Instagram account,1,0,281.0.0.19.105,2023-05-07 11:08:03,,
8225395d-4568-42b0-b7cf-1ad5e7afb8f7,Abhay Rajbhar,This app good alone people healtful enojoy earn money make vedio reel,5,0,281.0.0.19.105,2023-05-07 11:07:28,,
359f6d9f-576a-4029-8bf8-b2696b6c5421,Dada (thaha),After ive lot bottom mind cant involve careers boil blood everytime,2,0,281.0.0.19.105,2023-05-07 11:07:21,,
6432119e-5ab1-400f-9864-f2398fc69747,Puja Patel,Sweeti,5,0,210.0.0.28.71,2023-05-07 11:07:14,,
8c594d0f-1a13-4bfc-b451-6b97a2282d46,DK Rajagopal,Very good app enjoy,5,0,,2023-05-07 11:06:51,,
bf8724bb-d89d-464f-acfb-a3e80c310ca2,Nikhil Sury,I give three stars becouse didnt give dislike option reel,3,0,280.0.0.18.114,2023-05-07 11:06:30,,
78fb2694-857a-4798-a8de-0e2188297f8f,Jinu Renosh,When I started using Instagram new account messages sent form direct messages converting messenger🥲,2,0,,2023-05-07 11:06:23,,
d6bdf1d0-3605-472b-90f9-74b8ddb01c3f,Rahul Pavle,Wow,5,0,281.0.0.19.105,2023-05-07 11:06:15,,
b54cf5fc-fb93-4f89-8d9f-359bff1cb39d,Sohail Sk,Good,5,0,278.0.0.21.117,2023-05-07 11:05:47,,
6027ffbe-3d4e-42e1-bd25-485b9e8d462d,VENKAT PRABHU,Super app I love,5,0,270.0.0.23.82,2023-05-07 11:05:47,,
aa37f751-43bb-4634-9cc7-578da121ef96,Abdul Faizan,Please Instagram please Instagram download 😭😭🙏🙏,4,0,,2023-05-07 11:05:46,,
cb10ee6e-2f1c-48f1-abdf-e6426d31a42b,MANOJ KUMAR,Ok Ko Ko Ko K Love Vslsvcxzks CD scan fc,5,0,,2023-05-07 11:05:32,,
7d85066f-9c5a-439a-ab78-edb392da798a,Rahul Rathore Rahul Rathore,I love Jaan please,5,0,281.0.0.19.105,2023-05-07 11:05:28,,
71fb4a9a-88df-4184-9726-8fbb65a5cb48,KING HERO,Mindblowing app nice reels world femose app👌😘💋💕🌹💚🤞💯,5,0,281.0.0.19.105,2023-05-07 11:05:23,,
cc3c68a3-0a80-4cde-b850-f4faea90a3c2,Prabhash Kumar,Hey dear Instagram old Id review please,3,0,281.0.0.19.105,2023-05-07 11:05:22,,
e6f99de7-5465-418a-9134-288019a6fa5f,Vindhayachal Mali,Please support 🙏🙏🔥 Mere follower nahi badh nahin Raha Wh🙏💫💔,5,0,281.0.0.19.105,2023-05-07 11:04:58,,
f5c2e30d-f67c-4887-9ff1-2f67b4a3abb0,Prince Singh,NYC,5,0,280.0.0.18.114,2023-05-07 11:04:41,,
bebbf78e-17f9-4ec3-b3b8-53bd8003ad6d,Rishabh Gupta,Greatest time 🤝,5,0,279.0.0.23.112,2023-05-07 11:03:51,,
847921e6-8261-4dd2-9975-af0ddbed5b18,Pratik Dafal,Very good app,5,0,280.0.0.18.114,2023-05-07 11:03:16,,
e41dd4af-4d75-40fe-aa92-5e531c7c981b,Golu Kumar,Golubooy,5,0,,2023-05-07 11:03:01,,
0f81f6da-dc24-4834-83a9-e6643b51ea1b,Sumit Varman,Mr sumit varman,5,0,281.0.0.19.105,2023-05-07 11:02:56,,
544d4d95-7c43-477c-8ad8-7b0b34246a35,Andrea “Andy”,bring back old features Instagram please😭😭 I dont like image type saving Im taking pic Instagram I cant use om facebook3,1,0,281.0.0.19.105,2023-05-07 11:02:55,,
6badf4bb-9036-4387-bd2b-0fddbb3de8ce,Dudekula Mouli70,Excellent 👌👍,5,0,281.0.0.19.105,2023-05-07 11:02:50,,
a15022fa-d901-43d6-97e4-80e19933b4e9,Upendra Thakur,Coz,2,0,281.0.0.19.105,2023-05-07 11:02:28,,
aeffeb28-5b20-47b4-93ab-04f12294e309,kevin chadly,Terrific,5,0,281.0.0.19.105,2023-05-07 11:02:19,,
df1741dc-3f1d-405d-9db7-361c87c19eb3,Jeff Larson,IDIGIT 🇺🇲,5,0,281.0.0.19.105,2023-05-07 11:02:19,,
3d4d9df8-892d-4afc-b804-cf5499bcdbfc,Ajay ranwa,JAAT,5,0,276.1.0.26.103,2023-05-07 11:02:01,,
09c91623-0e6b-4494-a53c-2258bb14e95a,Rohit Janjak,Wow,5,0,281.0.0.19.105,2023-05-07 11:01:56,,
96aa4091-9164-4ed3-b21c-43bfe5b9f5ba,sampath valakonda,From last 3 months I keep updating app Instagrams features enabled I unable see reels icon Instagram Please suggest,2,0,281.0.0.19.105,2023-05-07 11:01:18,,
f0613ee9-295a-4318-b567-9d9c92c77b12,Md Raza,Md irshad,5,0,,2023-05-07 11:01:07,,
a2ab6da5-e5a4-4faf-bd8d-5f9cfd3634b5,VEERU Chatrapathi,Super best entertainment app,5,0,280.0.0.18.114,2023-05-07 11:01:03,,
b177b85b-d5ed-4349-858b-0aa7778787b2,Rakoti Lakshmi,I need account back,5,0,281.0.0.19.105,2023-05-07 11:00:53,,
d618705f-82f9-4b20-86d0-a460d2f111f1,Fgyt,Best aap,5,0,,2023-05-07 11:00:41,,
7a32c305-fa92-4808-9dd4-8ff75d274314,Monika Dhirwal,Your followers growing,5,0,281.0.0.19.105,2023-05-07 10:59:41,,
06957aab-0bff-4ba7-8c7e-63c386cf14db,Sutring Aung,good far,5,0,,2023-05-07 10:59:37,,
b00004c4-67f9-4592-946a-093ac379e3b7,Shashank,Awesome,2,0,253.0.0.1.114,2023-05-07 10:59:32,,
14f6b1f3-ad38-46c9-8098-d7b12fa45878,Pratik Panchal,Noise,5,0,280.0.0.18.114,2023-05-07 10:59:28,,
2d9b5993-f98e-4ec1-b396-d7d4b0afc1ab,Madhu Pandey,Nice,5,0,281.0.0.19.105,2023-05-07 10:59:28,,
7ba595b2-66c4-4ecd-85fe-36bdb36eab9a,Pradip Choubey,This soo good app app reels batter others,5,0,,2023-05-07 10:58:19,,
9f18f380-de15-43ee-bafb-bb9b8aa994b4,Amit Kumar,Not suport 4g phone propperly,1,0,281.0.0.19.105,2023-05-07 10:57:50,,
a01a6a80-acea-4f61-b284-8fe5a6efe84a,Lukman Sani,Im enjoying inster👍❣️,5,0,56.0.0.13.78,2023-05-07 10:57:47,,
74d573db-124d-4ba5-b577-9b742964ce93,Siri Siri,𝐛𝐮𝐭 𝐢𝐧𝐬𝐭𝐚𝐠𝐫𝐚𝐦 𝐚𝐬 𝐭𝐨 𝐥𝐢𝐬𝐭𝐞𝐧 𝐭𝐨 𝐬𝐨𝐦𝐞 𝐩𝐫𝐨𝐛𝐥𝐞𝐦𝐬,5,0,280.0.0.18.114,2023-05-07 10:57:10,,
18445cd2-1cbc-43dd-9530-d8b8a47e2e0c,Altair Gabril,Nice,5,0,281.0.0.19.105,2023-05-07 10:56:57,,
92ce6877-d6c9-4e95-9fc3-19ed3cc82b8a,thembisile mthembu,My Instagram didnt upgrade,2,0,132.0.0.26.134,2023-05-07 10:56:35,,
6125620b-3e8a-46d8-905a-8c3ae5743568,Riya ka intresting World (Harshu),Wow,5,0,246.1.0.16.113,2023-05-07 10:56:22,,
bac93983-cc2f-4aed-a57a-c8285cb105c6,Avanthika. R. Murukesh,Worst experience Instagram dark theme available options available 🙄 plz fix bugs,1,0,,2023-05-07 10:56:14,,
6fda2fe9-1846-48a4-8e84-8583139e3d0c,Anuj Malik,Instagram app bad app h Es app PE koe gf nhi banti es app PE ban lagna chahiye,1,0,,2023-05-07 10:56:08,,
934cf3e1-66bb-4063-85d2-bbbab6707e76,rr roshan singh,Good,5,0,,2023-05-07 10:56:04,,
40e58c5b-aef4-4607-81e5-174bd3deb1de,Dinesh Omar,Very nice,5,0,278.0.0.21.117,2023-05-07 10:55:50,,
89245369-ef6b-400b-bb90-de6eb4b3a2ba,Soidur Gaming,Nice video viral kardo,5,0,,2023-05-07 10:55:50,,
9ce25c32-04d6-4629-9115-6c38ba700bae,Lashes Makeover chandrapur,Best app ever,5,0,280.0.0.18.114,2023-05-07 10:55:34,,
987857ce-b01c-4803-bc4d-42232b975b9a,Sandhya Maurya,Instagram team Please unban Instagram account didnt mistake again🙏 Thanks team,1,0,281.0.0.19.105,2023-05-07 10:55:33,,
e778d779-bc2f-478c-8ec8-12fe393bd960,Mohammed M,Kk good time pass app,4,0,281.0.0.19.105,2023-05-07 10:55:29,,
35454383-b705-40d9-ac3f-15da7f63cfcc,Pooja Sharma,Why cant I able run ad u paused payment I nothing unusual activity kindly request check resolve issue,2,0,281.0.0.19.105,2023-05-07 10:54:56,,
20b2dadc-0a70-48ab-bd85-625957015543,Kagiman ghmire Kagiman,nyc,1,0,281.0.0.19.105,2023-05-07 10:54:52,,
990843de-0886-4c4b-8984-0fb9c0c90c0d,Dhananjay SINGH,Good app,5,0,281.0.0.19.105,2023-05-07 10:54:49,,
06ed1393-8810-4ffd-b52f-ea17696a1ff1,Deepak Lodhi,Deepak Lodhi,5,0,,2023-05-07 10:54:39,,
dc25fce0-7caf-49e9-9999-de30c1e72e5e,your italian kidd,Incomplete Features My Instagram include Notes I Xiaomi 12 Lite phone able enable notes Instagram I hope help figure thing Thank,1,0,282.0.0.19.119,2023-05-07 10:54:12,,
73f140da-6df8-42f7-96a9-4e4851a10156,Vallamdas shiva Shiva,Nice,5,0,281.0.0.19.105,2023-05-07 10:54:06,,
a5bdfa19-55d6-401c-829a-318857c7f7ab,Kartik Pal,Good,5,0,281.0.0.19.105,2023-05-07 10:53:15,,
e15e2e4f-6c0e-4598-89d5-c7e86b054ad2,Sumit Arya,This app nice,5,0,280.0.0.18.114,2023-05-07 10:53:01,,
95a2f1fb-4b84-4f4a-a036-d1435a78f3dd,Aarti Kumari,Nit reels,1,0,281.0.0.19.105,2023-05-07 10:53:01,,
9e9cc926-4405-4cdb-bea2-89a95b2b3630,shashank chowdari,I unable get notes options many days,1,0,281.0.0.19.105,2023-05-07 10:52:37,,
9506aebf-ad62-444b-94e5-aca732a51850,Akansha Chauhan,Vanish mode show New updat,3,0,281.0.0.19.105,2023-05-07 10:52:21,,
2766d7f5-dcba-489e-b1ca-f332e4d4dc75,Neelu Devi,Good,5,0,281.0.0.19.105,2023-05-07 10:52:16,,
16faab47-0b59-44da-bb06-df81b8870acd,Prv Rajpoot,Nice,5,0,281.0.0.19.105,2023-05-07 10:52:02,,
e01c8b5c-9c29-4970-9ff3-078b12d07dcd,2BANMOLYT,I luv itttt,5,0,243.0.0.16.111,2023-05-07 10:51:57,,
900bf9b5-6046-4934-85cb-4f81478a4e3c,parviz,tati ha aop,1,0,,2023-05-07 10:51:49,,
7abe683f-ebdf-4388-a057-075d86cdcc1a,Pablo,It amazing app helps date world I get share thoughts via posts get people relate I got trace old friends,4,0,281.0.0.19.105,2023-05-07 10:51:26,,
0bee8f86-b191-42e9-877b-ebe01f5ab473,Sanju Kumari,I meet bias,5,0,,2023-05-07 10:51:18,,
1f383c2e-1f22-4705-b0e6-3aab20dbc336,sabir khan,No experience,5,0,281.0.0.19.105,2023-05-07 10:51:09,,
d2c22bac-d13f-40e8-93c5-c2f5936c6201,Rahees khan Khan,Eswe,4,0,9.0.1,2023-05-07 10:51:09,,
99a3a1b6-e631-45d4-9970-95cc5eb74521,Arya C. Chitnis,This app isnt allowing react one particular message I tried everything still success damn annoying Kindly fix asap,2,0,281.0.0.19.105,2023-05-07 10:50:54,,
3cb4d1ad-5041-4387-aa11-91afa25ce1a7,Gurmukh singh Bhatti,Very nice app,1,0,281.0.0.19.105,2023-05-07 10:50:52,,
fd96cfd2-00d6-4539-847f-23686e54a2aa,Divya Danu,Excellent,5,0,,2023-05-07 10:50:48,,
bb17b1f9-f944-41a6-b729-006592021ddf,Manasi Chhotaray,Insta gram kilo gram,5,0,245.0.0.18.108,2023-05-07 10:50:13,,
1bde3fa7-51fa-462a-9222-f65568aaffae,Mukul Nirala,After latest update instagram like full pf glitches 🤯 exhausted expecting Instagram trying register Guniness book world record glitches 🥴🥴,4,0,281.0.0.19.105,2023-05-07 10:49:41,,
700a566a-da95-4a49-8e54-e5f05c5e1d53,Sachin Kanwaria,Good,5,0,281.0.0.19.105,2023-05-07 10:49:25,,
8db8ab5f-badc-4f45-8764-a86a2910a7a7,Kuldip Bhagel,Mast h yrr bhai amazing,5,0,277.0.0.17.107,2023-05-07 10:48:33,,
aa56adba-f5a7-4774-9859-99e69597348b,Aas Mohammad,Very nice,5,0,278.0.0.22.117,2023-05-07 10:48:32,,
b45ed4d0-dd0a-48b6-a3f7-f352d2fa5a53,Komal. Nayak Komal,❤SK❤,5,0,278.0.0.21.117,2023-05-07 10:48:19,,
81dbb68a-cab4-4e7f-aa71-214c2a7100f6,26 10C palak,A little bit buffering please fix,4,0,269.0.0.18.75,2023-05-07 10:48:11,,
acd942cf-ffdf-44f6-8acc-3391513b7aad,حَنظَلِه رَئیسی,graete🥹👌,5,0,279.0.0.23.112,2023-05-07 10:48:04,,
60220427-b623-4097-8079-bc6111dd1307,Rustam ali,Nice,3,0,277.0.0.17.107,2023-05-07 10:47:57,,
10cecc18-3339-4dd8-8625-d701e42a81d9,Subrat kumar Sethy,Bohat glitch araha hee 😭😭😭😭😭 bhagaban,1,0,281.0.0.19.105,2023-05-07 10:47:11,,
c302cc14-3c56-4c2f-bf72-73ff10685489,bunty Sm,Awesome,5,0,,2023-05-07 10:45:55,,
e3249658-6ab6-41b4-afaa-128c3e4b06ae,Dev bhargava,This app best,4,0,278.0.0.22.117,2023-05-07 10:45:53,,
9791c847-49db-4a9a-931c-3b28e563f6ee,Sajan Sahota,Nice 🙂,5,0,280.0.0.18.114,2023-05-07 10:45:35,,
